last part,Pickup Area,Pickup Point
uttara,Uttara,"""uptown kitchen bd, sector 3 , uttara"""
sector 13,Uttara,"""agora uttara -13 branch , sector 13"""
banani,Banani,"""noir 72 , road 11, banani"""
uttara,Uttara,"""sondhyamaloti ( 4a, 4b, 4c, 4d), sector 18 , uttara"""
kalabagan,Kalabagan,"""h 47/1 , girls school rd , kalabagan"""
nikunja 2,Nikunja,"""house 41 , road 15 , nikunja 2"""
nikunja 2,Nikunja,"""sumona palace , 23, road 15 , nikunja 2"""
banani,Banani,"""dhaka road division , block f , banani"""
mohammadpur,Mohammadpur,"""chishtia general store , zafrabad , mohammadpur"""
malibagh,Malibagh,"""sharabela , chowdhury para , malibagh"""
gulshan,Gulshan,"""hotel bangal canari park , road 16 n, mohakhali , gulshan"""
kuril,Kuril,"""top fly travels, jamuna future park , kuril"""
motijheel,Motijheel,"""vikrampur mistanno bhandar , dilkusha , motijheel"""
gulshan,Gulshan,"""maple bear canadian school , dhaka centre , gulshan 2 , gulshan"""
uttara,Uttara,"""houise 24 , road 18 , sector 3, uttara"""
mirpur,Mirpur,"""double delight, house  1075, road 6a, dohs, mirpur"""
malibagh,Malibagh,"""dr.mohammad iftekhar alam - orthoprdic & trauma surgeon in dhaka , baganbari , malibagh"""
gulshan,Gulshan,"""fish & co. bangladesh , gulshan 1 , gulshan"""
dhanmondi,Dhanmondi,"""turkish doner kebab , 11a , satmasjid road , dhanmondi"""
mohammadpur,Mohammadpur,"""saat gambuj jame masjid , glass factory road , mohammadpur"""
section 2,Mirpur,"""prottasha, 6 , road 2/1 block f , section 2"""
nikunja 2,Nikunja,"""city overseas cng filling station , front road , nikunja 2"""
mirpur 2,Mirpur,"""mak business ltd , block b , mirpur 2"""
mohammadpur,Mohammadpur,"""h 23 , beribadh rd , chad uddan , mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""road no. 9 , bashundhara r/a"""
gulshan,Gulshan,"""bfc , gulshan 2 , gulshan"""
panthapath,Panthapath,"""oraimo brand shop , bashundhara city shopping complex , panthapath"""
malibagh,Malibagh,"""7/1 & 7/c sheltech surama , rajarbagh , malibagh"""
uttara,Uttara,"""gallerian showroom , sector 11 , uttara"""
fakirapool,Fakirapool,"""hotel al aksa , h 15 , 16 , 17 , muktijoddha abdul salam rd , fakirapool"""
uttara,Uttara,"""tea stall , sector 11, uttara"""
mirpur dohs,Mirpur,"""gentleman's wardrobe , mirpur dohs"""
banani,Banani,"""travelpoint , kemal atatruk avenue , banani"""
banani,Banani,"""mauri restaurant , h 90, rd 13 a, banani"""
uttara,Uttara,"""house 18 , road 15 , sector 11, uttara"""
mohammadpur,Mohammadpur,"""babri masjid west jafrabad , mohammadpur"""
banani,Banani,"""nea, block b , banani"""
bashundhara r/a,Bashundhara R/A,"""h 772, rd 23, block g , bashundhara r/a"""
dhanmondi,Dhanmondi,"""anwar khan modern medical college hospital,h 17,mirpur rd,dhanmondi"""
gulshan,Gulshan,"""changas basketball academy , gulshan 2, gulshan"""
mirpur,Mirpur,"""charupath academic coaching,rupnagar residential area,mirpur"""
uttara,Uttara,"""hansa -a premium residence house 3 & 5,road 10a,sector 9,uttara"""
mohammadpur,Mohammadpur,"""new briadl beauty parlour , salimullah road , mohammadpur"""
panthapath,Panthapath,"""square hospital extension building,panthapath"""
mohammadpur,Mohammadpur,"""24/14,block c,tajmahal road,mohammadpur"""
dhanmondi,Dhanmondi,"""manma shandha,residential area,dhanmondi"""
basundhara r/a,Bashundhara,"""976,road no 11,basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""ekantika , h 184, rd 8 , block c, bashundhara r/a"""
basundhara r/a,Bashundhara,"""h 749,rd 23,block f,basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""rajbari food court , rd 2, block a, bashundhara r/a"""
banani,Banani,"""shaan study abroad,block b,banani"""
panthapath,Panthapath,"""posb , east rajabazar , panthapath"""
gulshan,Gulshan,"""tostys late night kitchen , road 63 , gulshan 2 , gulshan"""
basundhara r/a,Bashundhara,"""shawapnopuri,197,road 6/1,basundhara r/a"""
mohammadpur,Mohammadpur,"""o9, bashbari rd , mohammadpur"""
basundhara r/a,Bashundhara,"""h 151,rd 10,block g,basundhara r/a"""
banani,Banani,"""giant education services inifd , road 27 , block k , banani"""
banani,Banani,"""galleo bangladesh ltd , block b , banani"""
mohammadpur,Mohammadpur,"""abdul bari , v/19 , nurzahan road , mohammadpur"""
uttara,Uttara,"""burger club , sector 11, uttara"""
uttara,Uttara,"""vbim real estate bd, sector 4 , uttara"""
uttara,Uttara,"""waffle time, sector 3, uttara"""
dhanmondi,Dhanmondi,"""h 52/a , central rd , dhanmondi"""
dhanmondi,Dhanmondi,"""dorin tower , residential area , dhanmondi"""
basundhara r/a,Bashundhara,"""51/g , road 4 , block d , basundhara r/a"""
nikunja 2,Nikunja,"""arts bucket events & logistics , nikunja 2"""
bashundhara r/a,Bashundhara R/A,"""171, i block , road 8 , bashundhara r/a"""
nikunja 2,Nikunja,"""24, road 17 , nikunja 2"""
gulshan,Gulshan,"""exim bank limited atm , guslahn 2 , gulshan"""
uttara,Uttara,"""house 15 , road 2 , sector 5 , uttara"""
mohammadpur,Mohammadpur,"""amena manjil , h 5/20, razia sultana rd , mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""sel nongor , block d , bashundhara r/a"""
mohakhali,Mohakhali,"""ms center , house 8 , mohakhali gulshan road , amtoli , mohakhali"""
bashundhara r/a,Bashundhara R/A,"""rd 22, block l , bashundhara r/a"""
dhanmondi,Dhanmondi,"""h 52/a, central rd , dhanmondi"""
dhanmondi,Dhanmondi,"""aref nishan , 43/b , north circular  road , dhanmondi"""
gulshan,Gulshan,"""rouge makeover and studio , road 8 , gulshan 1 , gulshan"""
mohammadpur,Mohammadpur,"""21/1 , bizly moholla , block f , mohammadpur"""
gabtali,Mirpur,"""palpara ghat rd , palpara , gabtali"""
malibagh,Malibagh,"""greenline bus , outer circular rd , rajarbag , shantibagh , malibagh"""
kuril,Kuril,"""kuril"""
mirpur 2,Mirpur,"""bhai bhai kacha bazar , 60 feet rd , mirpur 2"""
panthapath,Panthapath,"""brb hospital ltd,panthapath"""
basundhara r/a,Bashundhara,"""h 4 w,rd 7,block g,basundhara r/a"""
basundhara r/a,Bashundhara,"""rubi nibash,803,block f road 22,basundhara r/a"""
niketon,Niketon,"""10/1 , niketon housing society , niketon"""
basundhara r/a,Bashundhara,"""m anabil 177,road 10/1,basundhara r/a"""
gulshan 1,Gulshan,"""navana lucky waterfort,gulshan 1"""
mirpur 2,Mirpur,"""digital marketing agency , ruash it , borobag , mirpur 2"""
basundhara r/a,Bashundhara,"""fortress lighthouse,block l,basundhara r/a"""
dhanmondi,Dhanmondi,"""shurovi , h 16 , rd 5 , dhanmondi"""
mohammadpur,Mohammadpur,"""water tank field,salimullah road,mohammadpur"""
motijheel,Motijheel,"""agb colony masjid market,agb colony kacha bazar rd,ideal zone,motijheel"""
banani,Banani,"""h 87,rd 3,banani"""
mohammadpur,Mohammadpur,"""royal baby mart,shyamoli,mohammadpur"""
gulshan 1,Gulshan,"""cup o joe, road 24, gulshan 1"""
uttara,Uttara,"""sadiya varities store,ahalia,uttara"""
bashundhara r/a,Bashundhara R/A,"""h 299, rd 7/a, block e, bashundhara r/a"""
basundhara r/a,Bashundhara,"""315,road  no 5,basundhara r/a"""
uttara,Uttara,"""khalil villa , sector 11, uttara"""
gulshan,Gulshan,"""vip shaad futchka and chotpoti , road 50 , gulshan 2 , gulshan"""
gulshan,Gulshan,"""article  19 south asia,gulshan 2,gulshan"""
west dhanmondi,Dhanmondi,"""boshudha builders limited, west dhanmondi"""
basundhara r/a,Bashundhara,"""naheebites,block j , basundhara r/a"""
uttara,Uttara,"""house 12,road 1,sector 5,uttara"""
basundhara r/a,Bashundhara,"""nirvana,block c, basundhara r/a"""
dhanmondi,Dhanmondi,"""sobhanbag govt. quarter , sobhanbag , sukrabad , dhanmondi"""
gulshan,Gulshan,"""imart , road -84, gulshan 2, gulshan"""
bashundhara r/a,Bashundhara R/A,"""prottasha,block d, bashundhara r/a"""
banani,Banani,"""csb study abroad,block g,banani"""
dhanmondi,Dhanmondi,"""combeshi general store,jigatola,dhanmondi"""
uttara,Uttara,"""tahmid pharma,sector 12,uttara"""
gulshan,Gulshan,"""vatara rd,notun bazar,gulshan"""
basundhara r/a,Bashundhara,"""229,road 2,basundhara r/a"""
mohammadpur,Mohammadpur,"""meet & eat,tikkpara,mohammadpur"""
uttara,Uttara,"""appys collection,sector 4,uttara"""
basundhara r/a,Bashundhara,"""house 60,road 2,block c,basundhara r/a"""
mohammadpur,Mohammadpur,"""suchona community center,ring road,shyamoli,mohammadpur"""
basundhara r/a,Bashundhara,"""prof dr p.k saha,block e,basundhara r/a"""
mohammadpur,Mohammadpur,"""nur niloy,h 40/4,rd 3,pc culture housing society,mohammadpur"""
basundhara r/a,Bashundhara,"""cozmo cafe & bistro,block g,basundhara r/a"""
gulshan 1,Gulshan,"""depressed zone,gulshan 1"""
mohakhali,Mohakhali,"""kanak chacha,dakkhinpara,mohakhali"""
nikunja 2,Nikunja,"""celebration hall,dhaka regency hotel & resort,nikunja 2"""
uttara,Uttara,"""jahan fashion,sector3,uttara"""
shahjadpur,Shahjadpur,"""food satisfaction,progoti shoroni road,shahjadpur"""
panthapath,Panthapath,"""swarna kanon jewellers,green road,panthapath"""
basundhara r/a,Bashundhara,"""ahmed akbar sobhan avenue,block e,basundhara r/a"""
basundhara r/a,Bashundhara,"""dream home,house 1036,road 49,block l,basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""mamun house,blocl i, bashundhara r/a"""
malibagh,Malibagh,"""dream engineering & trade,chowdhury para,malibagh"""
bashundhara r/a,Bashundhara R/A,"""burger king jamuna future park, bashundhara r/a"""
mohakhali,Mohakhali,"""vertex prominent,ga 16/1,mohakhalu school rd,mohakhali"""
dhanmondi,Dhanmondi,"""islami bank bangladesh ltd , h 46 , rd 9a , dhanmondi"""
dhanmondi,Dhanmondi,"""cofee world,road 27,dhanmondi"""
gulshan,Gulshan,"""thai bahn,gulshan 2,gulshan"""
banani,Banani,"""illiyen , block c, banani"""
shahjadpur,Shahjadpur,"""naiwari hotel & restaurant , kha 85/, bir uttam rafiqul ave, shahjadpur"""
malibagh,Malibagh,"""bangla tv , mouchak market , malibagh"""
bashundhara r/a,Bashundhara R/A,"""jbl house cottage,house 432,road 8,block h, bashundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""h 3 o.h 3 p,rd 7.block, bashundhara r/a"""
uttara,Uttara,"""sirajul enterprise , sector 12, uttara"""
mohakhali,Mohakhali,"""national center institute and hospital,tb gate rd,mohakhali"""
gulshan 1,Gulshan,"""pach mishali fast food & restaurant,rd 20,gulshan 1"""
banani,Banani,"""shomoy technology ltd , road 5 block g, banani"""
gulshan,Gulshan,"""u loop,dakkhin badda,gulshan"""
bashundhara r/a,Bashundhara R/A,"""kazi agro tv,block i, bashundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""kazi raisuddin , block f, bashundhara r/a"""
mirpur,Mirpur,"""road 17 , pallabi 2nd phase ( eastern housing ), mirpur"""
banani,Banani,"""assurance developement,rd 25,banani"""
west dhanmondi,Dhanmondi,"""h 245, rd 9/a, west dhanmondi"""
dhanmondi,Dhanmondi,"""08, 4th west & street , dhanmondi"""
uttara,Uttara,"""rd 2c, sector 4, uttara"""
banani,Banani,"""club 9294 limited,road 07,block f,banani"""
mohammadpur,Mohammadpur,"""h 1/3 , babar rd , mohammadpur"""
uttara,Uttara,"""sjs global sourcing, gareeb-e-nawaz ave , sector 13, uttara"""
basundhara r/a,Bashundhara,"""722 , block f road 22 , basundhara r/a"""
dhanmondi,Dhanmondi,"""black pepper , residential area , dhanmondi"""
mirpur,Mirpur,"""zion media , dohs , mirpur"""
kuril,Kuril,"""molla transport services , bishaw road , kuril"""
nikunja 2,Nikunja,"""hashi khushi pharmacy , kha 178/1, rd 1, nikunja 2"""
banani,Banani,"""cafe de tulip , h 84 , rd 7 , banani"""
gulshan,Gulshan,"""city group , gulshan 2, gulshan"""
banani,Banani,"""china 101, block c, banani"""
gulshan,Gulshan,"""emmanuelle's party center , gulshan 1 , gulshan"""
banani,Banani,"""road 6/c , banani dohs , banani"""
malibagh,Malibagh,"""hossain  jahan villa, h 191/b , actor bibi ln , malibagh railgate bazar ,malibagh"""
mirpur dohs,Mirpur,"""house n9 , shahgufta new road , mirpur dohs"""
tikatuli,Tikatuli,"""khana's wari , tikatuli"""
bashundhara r/a,Bashundhara R/A,"""naisha enterprisae limited , block g , bashundhara r/a"""
uttara,Uttara,"""corporate landmark developer ltd , sector 9 , uttara"""
gulshan,Gulshan,"""kiriko , gulshan 2 , gulshan"""
dhanmondi,Dhanmondi,"""central hospital , rd 5 , dhanmondi"""
gulshan,Gulshan,"""road 7b , gulshan 2, gulshan"""
mohammadpur,Mohammadpur,"""times rose , h 159 , rd 6 , mohammadi housing society , mohammadpur"""
uttara,Uttara,"""polok  food& general store , sector 6 , uttara"""
nikunja 2,Nikunja,"""h 8 , rd 16 , nikunja 2"""
khilgaon,Khilgaon,"""h 328 , taltola rd , taltola , khilgaon"""
basundhara r/a,Bashundhara,"""315, i block road 6 , basundhara r/a"""
gulshan,Gulshan,"""all community club limited , road 137 , gulshan 1 , gulshan"""
gulshan,Gulshan,"""kamal general store , gulshan 1 , gulshan"""
banani,Banani,"""ss enterprise bd , block f , banani"""
malibagh,Malibagh,"""maa manjil , shantibagh , malibagh"""
dhanmondi,Dhanmondi,"""rangs emart dhanmondi , residential area , dhanmondi"""
bashundhara r/a,Bashundhara R/A,"""block l 2867 , bashundhara r/a"""
banani,Banani,"""le mont , h 30 , 16, banani"""
bangladesh,Agargaon,"""moinul road , dhaka , bangladesh"""
uttara,Uttara,"""house 65 , road 11, sector 13, uttara"""
mohammadpur,Mohammadpur,"""shifa foreign furniture , adabar , mohammadpur"""
banani,Banani,"""akij selections , kamal ataturk avenue , block b , banani"""
dhanmondi,Dhanmondi,"""keari nirjhor , residential area , dhanmondi"""
gulshan 1,Gulshan,"""rd 3, gulshan 1"""
uttara,Uttara,"""guidence cadet coaching (gcc) sector 6 , uttara"""
bashundhara r/a,Bashundhara R/A,"""plot 281 281/b , sayem sobhan anvir road , block c, bashundhara r/a"""
uttara,Uttara,"""exclusive car rental service providewr in dhaka bangaldesh , sector 4, uttara"""
mirpur,Mirpur,"""brannerson apparel limited , rupnagar residential area , mirpur"""
uttara,Uttara,"""mia bari ( mizan ur rashid khan ), bhuiyan para , uttarkhan , uttara"""
mohakhali,Mohakhali,"""exim bank limited atm,vip road,mohakhali dohs,mohakhali"""
bashundhara r/a,Bashundhara R/A,"""business oint,block i, bashundhara r/a"""
mohammadpur,Mohammadpur,"""road 27(new 16),mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""plot 298,nsu rd,block b,bashundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""rima villa,110,6 no road,block d,bashundhara r/a"""
kalabagan,Kalabagan,"""rahamat store , h 31 , kalabagan 1st ln , kalabagan"""
uttara,Uttara,"""cp five star,rd 5,sector 7,uttara"""
gulshan,Gulshan,"""moyeens , 06 , road 102 , gulshan 2 , gulshan"""
shahjadpur,Shahjadpur,"""utas furniture,east nurerchala,shahjadpur"""
gulshan,Gulshan,"""the glasshouse , bir uttam mir shawkat sarak ( gulshan avenue ) , dakkhin badda , gulshan"""
uttara,Uttara,"""chamurkhan gono koborsthan,uttarkhan union,uttara"""
mohammadpur,Mohammadpur,"""14/31,shahjahan road,mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""munira urban vila,block e,bashundhara r/a"""
dhanmondi,Dhanmondi,"""prantil ii ,residential area,dhanmondi"""
mohakhali,Mohakhali,"""new ratul hardware & sanitary,dakkhinpara,mohakhali"""
nikunja 2,Nikunja,"""saintmartin tour,nikunja 2"""
uttara,Uttara,"""j&c auto,sector 4,uttara"""
uttara,Uttara,"""perfect cut gents,parlour,sector 4,uttara"""
panthapath,Panthapath,"""food street,panthapath"""
banani,Banani,"""h 2/2,rd 2b,banani"""
section 12,Mirpur,"""18,road 6,section 12"""
mohammadpur,Mohammadpur,"""va everyday, 1/16,block b,humayun road,mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""grameenphone office,alhaz abdus sobhan rd,bashundhara r/a"""
gulshan 1,Gulshan,"""city bank ltd, h 23, rd 8 , gulshan 1"""
banani,Banani,"""dragon multimesia shop , kemal ataturk avenue , banani"""
gulshan,Gulshan,"""health building , bir uttam a. k. khandakar road , mohakhali , gulshan"""
mohammadpur,Mohammadpur,"""resources rojonigondha , road 5 , monsurabad , adabar , mohammadpur"""
uttara,Uttara,"""eastern bank limited , sector 3 , uttara"""
khilgaon,Khilgaon,"""rd 2 , block c, khilgaon r/a , khilgaon"""
mohammadpur,Mohammadpur,"""12/18 , block a , sir sayed road , mohammadpur"""
mohammadpur,Mohammadpur,"""mrt palace ,chandrima model town , mohammadpur"""
malibagh,Malibagh,"""purnima, h 55/3, shantibag masjid rd , shantibagh , malibagh"""
dhanmondi,Dhanmondi,"""lab aid specialized hospital , house 6 , road 4 ,  dhanmondi"""
mohakhali,Mohakhali,"""bon bhaban , amtoli , mohakhali"""
mohakhali,Mohakhali,"""thailand spa and massage , tb gate , mohakhali"""
mohammadpur,Mohammadpur,"""yumfini tea , nobodoy housing, mohammadpur"""
uttara,Uttara,"""crown cottage , dewanpara , uttara"""
mohammadpur,Mohammadpur,"""bipul motor engineering workshop , beribadh rd , ramchandrapur , mohammadpur"""
west dhanmondi,Dhanmondi,"""mir m. r memento , west dhanmondi"""
uttara,Uttara,"""house 20 , road 11 , sector 6 , uttara"""
uttara,Uttara,"""deyalika,sector 11,uttara"""
banani dohs,Banani,"""h 47 , rd 1/a , banani dohs"""
malibagh,Malibagh,"""sky view park city , h 165 , shantinagar rd , rajarbagh , malibagh"""
banani,Banani,"""rotaract club of gulshan lake city , block j , banani"""
uttara,Uttara,"""sonargaon janapath , sector 13 , uttara"""
section 12,Mirpur,"""marvel beauty parlor , 33 , 3 , section 12"""
basundhara r/a,Bashundhara,"""rd 12 , block a , basundhara r/a"""
gulshan,Gulshan,"""niketan cantral mosque , road 4 niketon , niketon housing society , gulshan"""
mirpur dohs,Mirpur,"""eurotel business system , mirpur dohs"""
uttara,Uttara,"""customs , excise & vat , tongi division , sector 9 , uttara"""
gulshan,Gulshan,"""neha thai spa , gulshan 1, gulshan"""
gulshan,Gulshan,"""vaggokul mistanno vandar , 04/a , road 1 , niketon housing society , gulshan"""
gulshan 1,Gulshan,"""edu express , niuketon , gulshan 1"""
bashundhara r/a,Bashundhara R/A,"""najeebites , block j , bashundhara r/a"""
dhanmondi,Dhanmondi,"""juwel motorbike service , moneshwar road , dhanmondi"""
uttara,Uttara,"""sweet dream , h 34 , rd 5 , sector 5 , uttara"""
niketon,Niketon,"""trisha's extension & beauty zone , house 140 , road 3 , block a, niketon"""
banani,Banani,"""prineoline international , block c , banani"""
bashundhara r/a,Bashundhara R/A,"""jhotpot kitchen , block k , bashundhara r/a"""
khilgaon,Khilgaon,"""h 26/9/a, rd 18 , tilapara , khilgaon"""
bashundhara r/a,Bashundhara R/A,"""h 337, alhaz abdus sobhan rd , block b , bashundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""bazlur rahman mansion , block j , bashundhara r/a"""
panthapath,Panthapath,"""laptop dream , panthapath"""
bashundhara r/a,Bashundhara R/A,"""north end coffee roasters evercare hospital , block-e, bashundhara r/a"""
mirpur,Mirpur,"""samsung , west shewrapara , mirpur"""
gulshan 1,Gulshan,"""secure kunjobon , gulshan 1"""
banani,Banani,"""sheikh & associates , block c , banani"""
dhanmondi,Dhanmondi,"""aria , residential area , dhanmondi"""
bashundhara r/a,Bashundhara R/A,"""110 , road 4 , block c, bashundhara r/a"""
mirpur,Mirpur,"""bhola store , pirerbag , mirpur"""
panthapath,Panthapath,"""fast tech bd , green road , panthapath"""
mirpur,Mirpur,"""new kolapata restaurant , agargaon , mirpur"""
mirpur,Mirpur,"""shahjadpur fashion , gabtali , mirpur"""
gulshan,Gulshan,"""king optics , gulshan 2, gulshan"""
mohammadpur,Mohammadpur,"""12/14 , block a , sir sayed road , mohammadpur"""
dhanmondi,Dhanmondi,"""iron lodge fitness studio,central road,dhanmondi"""
banani,Banani,"""aesthetic events , block f , banani"""
banani,Banani,"""mohua arcade , h 15 , rd 7 , banani"""
